1.5e+11,0,0,26802,1.5e+11,4.82411e+08,-106.201,26802
1.49996e+11,9.64841e+08,-212.401,26801.7,1.49996e+11,1.4474e+09,-318.602,26801.7
1.49989e+11,1.92981e+09,-424.794,26800.6,1.49989e+11,2.41237e+09,-530.995,26800.6
1.49977e+11,2.89475e+09,-637.172,26798.9,1.49977e+11,3.37731e+09,-743.373,26798.9
1.49962e+11,3.85965e+09,-849.526,26796.5,1.49962e+11,4.34209e+09,-955.727,26796.5
1.49943e+11,4.82437e+09,-1061.85,26793.5,1.49943e+11,5.30565e+09,-1168.05,26793.5
1.4992e+11,5.78786e+09,-1274.13,26789.7,1.4992e+11,6.26914e+09,-1380.34,26789.7
1.49893e+11,6.75128e+09,-1486.37,26785.3,1.49893e+11,7.23256e+09,-1592.57,26778.6
1.49862e+11,7.71448e+09,-1698.56,26773.5,1.49862e+11,8.19576e+09,-1804.76,26763.7
1.49828e+11,8.6774e+09,-1910.68,26757.9,1.49828e+11,9.15868e+09,-2016.44,26748.2
1.4979e+11,9.64003e+09,-2122.29,26741.7,1.4979e+11,1.01213e+10,-2228.49,26731.9
1.49748e+11,1.06024e+10,-2334.26,26724.8,1.49666e+11,1.10836e+10,-2440.46,26715
1.4962e+11,1.15644e+10,-2546.27,26707.2,1.49538e+11,1.20456e+10,-2652.47,26697.4
1.49488e+11,1.25261e+10,-2758.3,26688.9,1.49407e+11,1.30073e+10,-2864.5,26679.1
1.49353e+11,1.34874e+10,-2970.34,26669.9,1.49271e+11,1.39687e+10,-3076.54,26660.1
1.49214e+11,1.44484e+10,-3182.39,26650.2,1.49132e+11,1.49297e+10,-3288.59,26640.5
1.49071e+11,1.5409e+10,-3394.44,26629.9,1.48989e+11,1.58903e+10,-3500.64,26620.1
1.48924e+11,1.63692e+10,-3606.47,26608.8,1.48842e+11,1.68505e+10,-3712.67,26599.1
1.48773e+11,1.73291e+10,-3818.49,26587.1,1.48691e+11,1.78104e+10,-3924.69,26577.3
1.48619e+11,1.82885e+10,-4030.49,26564.6,1.48537e+11,1.87698e+10,-4136.22,26554.9
1.48461e+11,1.92475e+10,-4241.98,26541.5,1.48379e+11,1.97288e+10,-4346.96,26531.7
1.48299e+11,2.02061e+10,-4452.68,26517.7,1.48217e+11,2.06874e+10,-4557.66,26505.1
1.48133e+11,2.11643e+10,-4663.33,26490.4,1.48051e+11,2.16455e+10,-4768.31,26470.8
1.47963e+11,2.21217e+10,-4873.92,26455.4,1.47881e+11,2.25938e+10,-4978.91,26435.8
1.4779e+11,2.30694e+10,-5084.45,26419.7,1.47708e+11,2.35404e+10,-5189.44,26400.2
1.47612e+11,2.40153e+10,-5294.91,26383.4,1.4753e+11,2.44864e+10,-5399.9,26363.8
1.47431e+11,2.49606e+10,-5505.3,26346.4,1.47349e+11,2.54317e+10,-5610.28,26326.8
1.47247e+11,2.59052e+10,-5715.59,26308.6,1.47165e+11,2.63762e+10,-5820.57,26289.1
1.47058e+11,2.68491e+10,-5925.8,26270.3,1.46976e+11,2.73202e+10,-6030.78,26250.7
1.46866e+11,2.77923e+10,-6135.9,26231.2,1.46784e+11,2.82634e+10,-6240.88,26211.7
1.46669e+11,2.87348e+10,-6345.89,26191.4,1.46588e+11,2.92058e+10,-6450.87,26171.9
1.4647e+11,2.96766e+10,-6555.77,26151,1.46388e+11,3.01476e+10,-6660.75,26131.5
1.46266e+11,3.06176e+10,-6765.52,26109.9,1.4615e+11,3.10886e+10,-6870.5,26090.4
1.46024e+11,3.15578e+10,-6975.19,26068.1,1.4586e+11,3.20289e+10,-7080.17,26048.6
1.45731e+11,3.24973e+10,-7184.82,26025.6,1.45567e+11,3.29684e+10,-7289.8,26006.1
1.45434e+11,3.34361e+10,-7394.42,25982.4,1.4527e+11,3.39071e+10,-7499.4,25962.8
1.45133e+11,3.4374e+10,-7603.97,25938.4,1.4497e+11,3.4845e+10,-7708.95,25909.1
1.44829e+11,3.53109e+10,-7813.46,25884,1.44665e+11,3.5782e+10,-7918.44,25854.7
1.44521e+11,3.62469e+10,-8022.89,25828.9,1.44357e+11,3.67179e+10,-8127.87,25799.6
1.44209e+11,3.71819e+10,-8232.25,25773,1.44045e+11,3.76529e+10,-8334.79,25743.7
1.43893e+11,3.81158e+10,-8439.08,25716.5,1.43729e+11,3.85868e+10,-8541.62,25687.2
1.43573e+11,3.90487e+10,-8645.82,25659.2,1.4341e+11,3.95197e+10,-8748.36,25629.9
1.4325e+11,3.99806e+10,-8852.47,25601.2,1.43086e+11,4.0432e+10,-8955.01,25571.9
1.42923e+11,4.08917e+10,-9059.02,25542.5,1.42759e+11,4.13423e+10,-9161.56,25513.2
1.42593e+11,4.1801e+10,-9265.46,25483.1,1.42429e+11,4.22515e+10,-9368,25453.8
1.42258e+11,4.27092e+10,-9471.79,25423,1.42095e+11,4.31597e+10,-9574.33,25393.8
1.4192e+11,4.36162e+10,-9678.01,25362.3,1.41756e+11,4.40668e+10,-9780.55,25333
1.41579e+11,4.45222e+10,-9884.09,25300.8,1.41415e+11,4.49728e+10,-9986.63,25271.5
1.41233e+11,4.54271e+10,-10090,25238.6,1.41069e+11,4.58776e+10,-10192.6,25209.3
1.40884e+11,4.63308e+10,-10295.8,25175.7,1.4072e+11,4.67813e+10,-10398.4,25143.6
1.40531e+11,4.72333e+10,-10501.5,25109.3,1.40367e+11,4.76839e+10,-10604,25070.2
1.40175e+11,4.81345e+10,-10707,25035.2,1.40011e+11,4.85851e+10,-10809.5,24996.2
1.39814e+11,4.90344e+10,-10912.3,24960.5,1.3965e+11,4.94849e+10,-11014.9,24921.4
1.3945e+11,4.99328e+10,-11117.5,24885.1,1.39286e+11,5.03834e+10,-11220,24846
1.39083e+11,5.083e+10,-11322.4,24809,1.38881e+11,5.12805e+10,-11425,24769.9
1.38674e+11,5.17257e+10,-11527.2,24732.2,1.38428e+11,5.21763e+10,-11629.8,24693.1
1.38217e+11,5.262e+10,-11731.9,24654.6,1.37971e+11,5.30706e+10,-11834.5,24615.5
1.37756e+11,5.3513e+10,-11936.5,24576.3,1.3751e+11,5.39635e+10,-12039.1,24537.2
